date,prediction
2022-02-18 00:30:00,110.1826818644824
2022-02-18 01:00:00,110.06389339904145
2022-02-18 01:30:00,110.53693722155379
2022-02-18 02:00:00,110.48052498494442
2022-02-18 02:30:00,109.55801389721832
2022-02-18 03:00:00,109.01453908416552
2022-02-18 03:30:00,108.9027889003374
2022-02-18 04:00:00,109.03918511341347
2022-02-18 04:30:00,109.79775867664628
2022-02-18 05:00:00,108.80027856875665
2022-02-18 05:30:00,108.6050613984645
2022-02-18 06:00:00,107.55491702322956
2022-02-19 06:30:00,93.39548417381002
2022-02-19 07:00:00,92.79340037095453
2022-02-19 07:30:00,92.89182069494507
2022-02-19 08:00:00,92.95920224519742
2022-02-19 08:30:00,92.10259857071236
2022-02-19 09:00:00,91.32426868106324
2022-02-19 09:30:00,91.03160912734688
2022-02-19 10:00:00,91.15212223674224
2022-02-19 10:30:00,91.74526005126438
2022-02-19 11:00:00,90.60240401987683
2022-02-19 11:30:00,90.29375056133185
2022-02-19 12:00:00,89.53955123472085
2022-02-20 12:30:00,107.37131952114423
2022-02-20 13:00:00,107.0859824780723
2022-02-20 13:30:00,107.4862781208205
2022-02-20 14:00:00,107.3278228444281
2022-02-20 14:30:00,106.56582889793374
2022-02-20 15:00:00,106.11605813392353
2022-02-20 15:30:00,106.19201472953581
2022-02-20 16:00:00,106.21518180433122
2022-02-20 16:30:00,107.1901981838426
2022-02-20 17:00:00,106.16109639182797
2022-02-20 17:30:00,106.21699316222748
2022-02-20 18:00:00,105.37431671029047
2022-02-21 18:30:00,137.22443426275666
2022-02-21 19:00:00,137.25674002353398
2022-02-21 19:30:00,138.19228710718363
2022-02-21 20:00:00,138.28900205698463
2022-02-21 20:30:00,137.5276247429656
2022-02-21 21:00:00,136.913892367256
2022-02-21 21:30:00,137.17788814575243
2022-02-21 22:00:00,137.25515990281596
2022-02-21 22:30:00,138.57595776030428
2022-02-21 23:00:00,136.51835153898548
2022-02-21 23:30:00,136.41883283839826
2022-02-22 00:00:00,134.87636524091482
2022-02-23 00:30:00,116.92022025724289
2022-02-23 01:00:00,116.67281574628556
2022-02-23 01:30:00,117.21007606017304
2022-02-23 02:00:00,117.3254634121173
2022-02-23 02:30:00,116.07989471661804
2022-02-23 03:00:00,115.11157939783456
2022-02-23 03:30:00,114.65470290803452
2022-02-23 04:00:00,114.5660041804127
2022-02-23 04:30:00,115.25393478569165
2022-02-23 05:00:00,113.93976572731304
2022-02-23 05:30:00,113.60804636023812
2022-02-23 06:00:00,112.48646896669032
2022-02-24 06:30:00,110.71754309264558
2022-02-24 07:00:00,110.75943556143764
2022-02-24 07:30:00,111.57919062808111
2022-02-24 08:00:00,111.8951280577408
2022-02-24 08:30:00,110.61300461831398
2022-02-24 09:00:00,110.02685691099254
2022-02-24 09:30:00,109.90359786010552
2022-02-24 10:00:00,109.98704557680469
2022-02-24 10:30:00,110.51586573368621
2022-02-24 11:00:00,109.51194952433542
2022-02-24 11:30:00,109.18267741739693
2022-02-24 12:00:00,108.606675241271
2022-02-25 12:30:00,64.97559673272511
2022-02-25 13:00:00,64.2894028150036
2022-02-25 13:30:00,63.679023378378574
2022-02-25 14:00:00,63.69619514758387
2022-02-25 14:30:00,63.139079749735224
2022-02-25 15:00:00,62.03227263094783
2022-02-25 15:30:00,62.22797395408193
2022-02-25 16:00:00,62.75113120881706
2022-02-25 16:30:00,63.07664571160907
2022-02-25 17:00:00,62.44093616908378
2022-02-25 17:30:00,61.801064357350086
2022-02-25 18:00:00,60.585291535755935
2022-02-26 18:30:00,39.318610585091804
2022-02-26 19:00:00,39.42380423142844
2022-02-26 19:30:00,39.640757696475625
2022-02-26 20:00:00,39.787362067482974
2022-02-26 20:30:00,39.76598105901743
2022-02-26 21:00:00,39.4173729474085
2022-02-26 21:30:00,39.4352263845455
2022-02-26 22:00:00,39.49294173900309
2022-02-26 22:30:00,39.666434658143245
2022-02-26 23:00:00,39.226202427735636
2022-02-26 23:30:00,39.232351891444594
2022-02-27 00:00:00,38.97366252444479
2022-02-28 00:30:00,34.26216527381236
2022-02-28 01:00:00,34.07601693660451
2022-02-28 01:30:00,34.00531616935609
2022-02-28 02:00:00,33.848731264514804
2022-02-28 02:30:00,33.67844736340295
2022-02-28 03:00:00,33.477027737548504
2022-02-28 03:30:00,33.35575828988263
2022-02-28 04:00:00,33.3439730221341
2022-02-28 04:30:00,33.39045410368196
2022-02-28 05:00:00,33.29487607000735
2022-02-28 05:30:00,33.362859800411385
2022-02-28 06:00:00,33.336560184466926
2022-03-01 06:30:00,33.22181957400556
2022-03-01 07:00:00,33.07097555364031
2022-03-01 07:30:00,33.052599123041574
2022-03-01 08:00:00,33.08087298661332
2022-03-01 08:30:00,32.88694327748546
2022-03-01 09:00:00,32.860212199462325
2022-03-01 09:30:00,32.948366255136946
2022-03-01 10:00:00,33.1261798168654
2022-03-01 10:30:00,33.01607388594144
2022-03-01 11:00:00,32.9760505843402
2022-03-01 11:30:00,32.82949258120453
2022-03-01 12:00:00,32.9684173487375
2022-03-02 12:30:00,30.059728391109275
2022-03-02 13:00:00,29.729193964027825
2022-03-02 13:30:00,29.463578471468438
2022-03-02 14:00:00,29.46832545760413
2022-03-02 14:30:00,29.18120257401987
2022-03-02 15:00:00,28.86699377775809
2022-03-02 15:30:00,29.07037718835969
2022-03-02 16:00:00,29.3713026432006
2022-03-02 16:30:00,29.30913446761141
2022-03-02 17:00:00,29.371641745898515
2022-03-02 17:30:00,29.087553172826052
2022-03-02 18:00:00,29.012024350939022
2022-03-03 18:30:00,24.92400229923524
2022-03-03 19:00:00,24.98440458152963
2022-03-03 19:30:00,25.00672438885164
2022-03-03 20:00:00,24.992042032393385
2022-03-03 20:30:00,24.97559860008154
2022-03-03 21:00:00,24.79072959460593
2022-03-03 21:30:00,24.78172188280703
2022-03-03 22:00:00,24.70978303316676
2022-03-03 22:30:00,24.6156848572149
2022-03-03 23:00:00,24.545427896738275
2022-03-03 23:30:00,24.456361839223927
2022-03-04 00:00:00,24.459657270103996
2022-03-05 00:30:00,24.75232164126157
2022-03-05 01:00:00,24.499492089317762
2022-03-05 01:30:00,24.245893854410337
2022-03-05 02:00:00,23.947882123505842
2022-03-05 02:30:00,23.83119617006448
