date,prediction
2022-02-18 00:30:00,110.71827534371002
2022-02-18 01:00:00,109.43009156323669
2022-02-18 01:30:00,109.4653359631542
2022-02-18 02:00:00,109.95744721798933
2022-02-18 02:30:00,109.38622394354712
2022-02-18 03:00:00,108.77720302534428
2022-02-18 03:30:00,109.40276703667406
2022-02-18 04:00:00,109.2038163494415
2022-02-18 04:30:00,108.3727210261816
2022-02-18 05:00:00,107.3036970988312
2022-02-18 05:30:00,106.77514190121641
2022-02-18 06:00:00,106.17620870491452
2022-02-19 06:30:00,92.73805760629455
2022-02-19 07:00:00,91.7420709051811
2022-02-19 07:30:00,91.54754262898246
2022-02-19 08:00:00,91.45339537534824
2022-02-19 08:30:00,91.09629291051971
2022-02-19 09:00:00,90.73772594356231
2022-02-19 09:30:00,91.06567807160832
2022-02-19 10:00:00,90.8535854047455
2022-02-19 10:30:00,90.4481302824577
2022-02-19 11:00:00,89.37636523105684
2022-02-19 11:30:00,89.28221797742262
2022-02-19 12:00:00,88.6357414537853
2022-02-20 12:30:00,108.41388606135042
2022-02-20 13:00:00,107.11487267302928
2022-02-20 13:30:00,106.80373823225938
2022-02-20 14:00:00,106.81621058756097
2022-02-20 14:30:00,106.78829351572911
2022-02-20 15:00:00,106.44094636935779
2022-02-20 15:30:00,107.35636618361772
2022-02-20 16:00:00,107.18814113644446
2022-02-20 16:30:00,106.92885199801358
2022-02-20 17:00:00,106.23496703539482
2022-02-20 17:30:00,106.02673313894397
2022-02-20 18:00:00,105.0975739823433
2022-02-21 18:30:00,138.03993071136745
2022-02-21 19:00:00,136.26645717281724
2022-02-21 19:30:00,136.33275479879654
2022-02-21 20:00:00,137.06187452645042
2022-02-21 20:30:00,136.5668631720048
2022-02-21 21:00:00,135.75027798167974
2022-02-21 21:30:00,136.8083807697993
2022-02-21 22:00:00,136.29580502468949
2022-02-21 22:30:00,135.185452269169
2022-02-21 23:00:00,134.05409546995793
2022-02-21 23:30:00,133.20414468178865
2022-02-22 00:00:00,132.2041884091153
2022-02-23 00:30:00,118.97612110437214
2022-02-23 01:00:00,117.27238484482764
2022-02-23 01:30:00,116.78813565405285
2022-02-23 02:00:00,116.68071634987561
2022-02-23 02:30:00,115.65484224347398
